	Gene Name	Gene Start (bp)	Gene End (bp)	length
21499	AT2G31960	13588522	13600430	11908
21500	AT2G15480	6758430	6763501	5071
21501	AT2G30410	12958116	12960768	2652
21502	AT2G40730	16989836	16996308	6472
21503	AT2G35980	15110492	15111539	1047
21504	AT2G29380	12608675	12610350	1675
21505	AT2G45740	18839435	18841403	1968
21506	AT2G06925	2842020	2843386	1366
21507	AT2G25340	10792664	10793832	1168
21508	AT2G25580	10888009	10890671	2662
21509	AT2G47490	19486842	19489732	2890
21510	AT2G37620	15778941	15781561	2620
21511	AT2G06530	2588523	2590531	2008
21512	AT2G46760	19212881	19215210	2329
21513	AT2G20800	8953057	8955831	2774
21514	AT2G30980	13182025	13185973	3948
21515	AT2G45510	18753023	18755172	2149
21516	AT2G22640	9622997	9624335	1338
21517	AT2G46960	19292035	19294375	2340
21518	AT2G40790	17022952	17024301	1349
21519	AT2G20020	8644369	8647291	2922
21520	AT2G36490	15307907	15314807	6900
21521	AT2G42790	17802841	17806073	3232
21522	AT2G01500	224156	226234	2078
21523	AT2G27820	11856571	11858288	1717
21524	AT2G21750	9283367	9283774	407
21525	AT2G03520	1069491	1071421	1930
21526	AT2G02230	589945	591689	1744
21527	AT2G28910	12415668	12417615	1947
21528	AT2G41880	17474527	17477311	2784
21529	AT2G46870	19260906	19262533	1627
21530	AT2G01120	85401	88399	2998
21531	AT2G26550	11291148	11293575	2427
21532	AT2G29130	12524827	12527803	2976
21533	AT2G18800	8144881	8146477	1596
21534	AT2G26460	11254932	11259070	4138
21535	AT2G15090	6542166	6544118	1952
21536	AT2G21270	9107546	9110275	2729
21537	AT2G25700	10948747	10949626	879
21538	AT2G37460	15726338	15729170	2832
21539	AT2G33030	14017684	14018340	656
21540	AT2G14935	6431471	6431826	355
21541	AT2G22670	9636346	9638761	2415
21542	AT2G20290	8742885	8752315	9430
21543	AT2G41260	17206452	17207698	1246
21544	AT2G26250	11170416	11173278	2862
21545	AT2G30080	12838620	12840252	1632
21546	AT2G38670	16168712	16171918	3206
21547	AT2G38400	16083645	16086453	2808
21548	AT2G30250	12903208	12905338	2130
21549	AT2G26910	11481326	11488270	6944
21550	AT2G23180	9874907	9876711	1804
21551	AT2G45970	18912095	18914739	2644
21552	AT2G34640	14581835	14584797	2962
21553	AT2G27110	11576668	11580817	4149
21554	AT2G20875	8982863	8983814	951
21555	AT2G40970	17097550	17098731	1181
21556	AT2G47600	19524117	19527580	3463
21557	AT2G24720	10522548	10526059	3511
21558	AT2G35100	14793567	14795701	2134
21559	AT2G26150	11135624	11137792	2168
21560	AT2G15970	6949851	6951192	1341
21561	AT2G37380	15686650	15688013	1363
21562	AT2G01670	296365	298215	1850
21563	AT2G18260	7941778	7943388	1610
21564	AT2G21770	9284391	9289744	5353
21565	AT2G37450	15722480	15725062	2582
21566	AT2G06850	2763449	2765743	2294
21567	AT2G28930	12424303	12426674	2371
21568	AT2G18120	7876544	7878072	1528
21569	AT2G34500	14539373	14541617	2244
21570	AT2G17520	7617151	7621129	3978
21571	AT2G39810	16612777	16618122	5345
21572	AT2G25900	11041331	11043256	1925
21573	AT2G30570	13019028	13020311	1283
21574	AT2G21940	9350543	9353231	2688
21575	AT2G45140	18610806	18613302	2496
21576	AT2G31160	13277710	13279498	1788
21577	AT2G48140	19686333	19687664	1331
21578	AT2G33800	14300672	14302496	1824
21579	AT2G24610	10456879	10460571	3692
21580	AT2G11000	4341105	4347974	6869
21581	AT2G44190	18272119	18274679	2560
21582	AT2G31350	13368070	13371097	3027
21583	AT2G26040	11094258	11095542	1284
21584	AT2G25810	11012499	11014171	1672
21585	AT2G06990	2894904	2902020	7116
21586	AT2G03600	1096984	1098826	1842
21587	AT2G31400	13386954	13390854	3900
21588	AT2G35860	15059763	15062122	2359
21589	AT2G03160	959645	960247	602
21590	AT2G44750	18451426	18452875	1449
21591	AT2G22055	9379465	9380114	649
21592	AT2G45890	18883377	18885729	2352
21593	AT2G04270	1474679	1480586	5907
21594	AT2G18040	7841940	7843942	2002
21595	AT2G03220	970245	972416	2171
21596	AT2G21730	9279931	9282178	2247
21597	AT2G39830	16619743	16624150	4407
21598	AT2G42680	17774832	17776320	1488
21599	AT2G14620	6244772	6246279	1507
21600	AT2G26350	11217142	11220541	3399
21601	AT2G39705	16556801	16558268	1467
21602	AT2G35950	15104716	15106119	1403
21603	AT2G44550	18389381	18391142	1761
21604	AT2G47590	19521774	19524095	2321
21605	AT2G26760	11401118	11403433	2315
21606	AT2G41370	17237727	17240609	2882
21607	AT2G37940	15876717	15880103	3386
21608	AT2G34420	14522524	14523568	1044
21609	AT2G30280	12909551	12912416	2865
21610	AT2G38650	16161455	16165876	4421
21611	AT2G16920	7334226	7339350	5124
21612	AT2G23340	9937792	9938997	1205
21613	AT2G01420	180033	183764	3731
21614	AT2G33340	14126141	14131224	5083
21615	AT2G23630	10052365	10055427	3062
21616	AT2G02955	859441	862076	2635
21617	AT2G35150	14817047	14818211	1164
21618	AT2G02980	868359	870432	2073
21619	AT2G48120	19679730	19681546	1816
21620	AT2G21970	9356983	9357967	984
21621	AT2G14920	6418199	6419236	1037
21622	AT2G47300	19418443	19422241	3798
21623	AT2G46510	19090953	19093373	2420
21624	AT2G33790	14293561	14295353	1792
21625	AT2G16600	7200423	7201755	1332
21626	AT2G32610	13836117	13839640	3523
21627	AT2G35520	14921473	14923025	1552
21628	AT2G23990	10206665	10207985	1320
21629	AT2G43680	18108119	18111831	3712
21630	AT2G05210	1890684	1894514	3830
21631	AT2G20510	8836018	8838710	2692
21632	AT2G36020	15123120	15125588	2468
21633	AT2G21590	9238296	9242481	4185
21634	AT2G28110	11977865	11980003	2138
21635	AT2G35700	15005064	15006034	970
21636	AT2G01200	117969	120095	2126
21637	AT2G36640	15356830	15358619	1789
21638	AT2G45770	18851088	18853741	2653
21639	AT2G42250	17600075	17601849	1774
21640	AT2G30790	13118937	13120199	1262
21641	AT2G42890	17849819	17854553	4734
21642	AT2G30860	13138882	13140392	1510
21643	AT2G40180	16782366	16784147	1781
21644	AT2G29100	12501092	12504944	3852
21645	AT2G40060	16726424	16728207	1783
21646	AT2G23190	9877058	9879007	1949
21647	AT2G22840	9728480	9731301	2821
21648	AT2G25110	10684118	10686347	2229
21649	AT2G38810	16219220	16220928	1708
21650	AT2G44840	18495215	18496327	1112
21651	AT2G23350	9942915	9946347	3432
21652	AT2G40100	16745628	16747424	1796
21653	AT2G32390	13748280	13752281	4001
21654	AT2G19170	8313671	8318596	4925
21655	AT2G13620	5677908	5680801	2893
21656	AT2G43430	18035349	18038334	2985
21657	AT2G46450	19065536	19069569	4033
21658	AT2G18710	8112084	8114485	2401
21659	AT2G47750	19560127	19563960	3833
21660	AT2G46080	18948116	18950120	2004
21661	AT2G20960	9006610	9009794	3184
21662	AT2G32230	13679529	13682333	2804
21663	AT2G17040	7406911	7408393	1482
21664	AT2G23380	9955092	9960386	5294
21665	AT2G37360	15673410	15675920	2510
21666	AT2G33600	14226668	14228742	2074
21667	AT2G30400	12956445	12957807	1362
21668	AT2G29760	12712879	12715852	2973
21669	AT2G46030	18932019	18934138	2119
21670	AT2G45490	18747509	18749215	1706
21671	AT2G22240	9451605	9454300	2695
21672	AT2G31900	13560370	13570469	10099
21673	AT2G40740	16997078	16999499	2421
21674	AT2G25230	10747211	10748467	1256
21675	AT2G22300	9471219	9476646	5427
21676	AT2G41140	17150095	17153693	3598
21677	AT2G23580	10033043	10034327	1284
21678	AT2G17550	7634126	7637832	3706
21679	AT2G17200	7481881	7485240	3359
21680	AT2G41997	17110760	17111255	495
21681	AT2G24840	10581069	10582015	946
21682	AT2G43710	18119873	18122889	3016
21683	AT2G44790	18461863	18463533	1670
21684	AT2G04025	1276683	1277761	1078
21685	AT2G28100	11974663	11976600	1937
21686	AT2G31890	13556500	13559880	3380
21687	AT2G27000	11523287	11525140	1853
21688	AT2G37270	15647677	15649471	1794
21689	AT2G18160	7898012	7899242	1230
21690	AT2G05380	1966610	1968142	1532
21691	AT2G04530	1576694	1578962	2268
21692	AT2G31270	13328862	13331831	2969
21693	AT2G04880	1717833	1720526	2693
21694	AT2G42260	17601872	17603705	1833
21695	AT2G21740	9281986	9282387	401
21696	AT3G18715	6440817	6441585	768
21697	AT2G42740	17791692	17793142	1450
21698	AT2G22770	9684562	9686613	2051
21699	AT2G43900	18178588	18184089	5501
21700	AT2G26290	11191978	11194431	2453
21701	AT2G28380	12133732	12136241	2509
21702	AT2G33810	14305001	14306072	1071
21703	AT2G45080	18591628	18592729	1101
21704	AT2G47800	19574666	19580615	5949
21705	AT2G01770	334663	336462	1799
21706	AT3G07970	2540913	2543613	2700
21707	AT2G47190	19375985	19377543	1558
21708	AT2G30910	13152789	13157107	4318
21709	AT2G16390	7097280	7101351	4071
21710	AT2G42160	17574641	17577495	2854
21711	AT2G47840	19594187	19595001	814
21712	AT2G12465	5055415	5055880	465
21713	AT2G30970	13178829	13182050	3221
21714	AT2G01190	114926	117750	2824
21715	AT2G27530	11763217	11764935	1718
21716	AT2G22950	9766058	9769957	3899
21717	AT2G45570	18779321	18781973	2652
21718	AT2G20240	8727626	8730525	2899
21719	AT2G40470	16902038	16904032	1994
21720	AT2G27550	11773187	11774746	1559
21721	AT2G30580	13025911	13030661	4750
21722	AT2G36050	15135568	15137012	1444
21723	AT2G27230	11650358	11654143	3785
21724	AT2G30880	13142665	13146060	3395
21725	AT2G37250	15641906	15644143	2237
21726	AT2G30432	12968565	12970240	1675
21727	AT2G23740	10097265	10103398	6133
21728	AT2G03150	951888	959236	7348
21729	AT2G44650	18419370	18421110	1740
21730	AT2G26960	11506065	11507426	1361
21731	AT2G28860	12388168	12389891	1723
21732	AT2G23030	9803492	9806731	3239
21733	AT2G02000	469370	472070	2700
21734	AT2G20630	8896912	8899898	2986
21735	AT2G38620	16152473	16154086	1613
21736	AT2G32700	13866721	13872246	5525
21737	AT2G14740	6308683	6312726	4043
21738	AT2G41540	17325846	17329235	3389
21739	AT4G13075	7624629	7625261	632
21740	AT2G26740	11392849	11394363	1514
21741	AT2G31500	13413738	13416602	2864
21742	AT2G33080	14031998	14034433	2435
21743	AT2G02860	828279	832619	4340
21744	AT2G36990	15537225	15540139	2914
21745	AT2G33610	14228972	14231408	2436
21746	AT2G29540	12642503	12644330	1827
21747	AT2G29630	12666935	12671055	4120
21748	AT2G34660	14602470	14612565	10095
21749	AT2G31280	13338818	13343710	4892
21750	AT2G44540	18386219	18388110	1891
21751	AT2G39480	16477792	16485039	7247
21752	AT4G35290	16789531	16793685	4154
21753	AT2G03050	899690	900999	1309
21754	AT2G17790	7733563	7739675	6112
21755	AT2G04240	1461548	1462944	1396
21756	AT2G28950	12431338	12433796	2458
21757	AT2G02740	769334	771235	1901
21758	AT2G15430	6733534	6735819	2285
21759	AT2G17730	7703805	7705831	2026
21760	AT2G06520	2587729	2588448	719
21761	AT2G30424	12962984	12965723	2739
21762	AT3G03850	983057	983768	711
21763	AT2G21620	9248525	9250311	1786
21764	AT2G01490	221013	223809	2796
21765	AT2G17890	7769521	7772782	3261
21766	AT2G29110	12506795	12510624	3829
21767	AT2G15890	6920369	6922161	1792
21768	AT2G20990	9014470	9018099	3629
21769	AT2G45560	18776015	18778676	2661
21770	AT2G44180	18269211	18271941	2730
21771	AT2G40940	17084321	17087326	3005
21772	AT2G44950	18542175	18548652	6477
21773	AT2G42610	17747781	17750524	2743
21774	AT2G37925	15870077	15870754	677
21775	AT2G46770	19220725	19222916	2191
21776	AT2G01530	239669	240687	1018
21777	AT2G14100	5934483	5936371	1888
21778	AT2G46260	18995645	18998672	3027
21779	AT2G11520	4618545	4621722	3177
21780	AT2G32510	13798561	13800099	1538
21781	AT2G40140	16771997	16774734	2737
21782	AT2G29090	12494826	12499723	4897
21783	AT2G46790	19232607	19235179	2572
21784	AT2G03450	1041388	1043667	2279
21785	AT2G45420	18718348	18720729	2381
21786	AT2G40090	16737466	16740486	3020
21787	AT2G47460	19476326	19479597	3271
21788	AT2G31970	13600431	13609104	8673
21789	AT2G39450	16471560	16474060	2500
21790	AT2G33233	14083030	14083614	584
21791	AT2G16850	7301334	7303509	2175
21792	AT2G26980	11514600	11518734	4134
21793	AT2G36590	15343006	15345673	2667
21794	AT2G27040	11536502	11542391	5889
21795	AT2G35300	14862779	14863412	633
21796	AT2G21800	9298078	9301926	3848
21797	AT2G36910	15501726	15507501	5775
21798	AT2G43050	17902370	17904443	2073
21799	AT2G30260	12905345	12907665	2320
21800	AT2G31030	13206004	13207815	1811
21801	AT2G27350	11699548	11704303	4755
21802	AT2G38880	16238401	16240883	2482
21803	AT2G26140	11131578	11135465	3887
21804	AT2G26975	11512727	11513695	968
21805	AT2G39780	16591117	16593775	2658
21806	AT2G23590	10034484	10036048	1564
21807	AT2G41350	17231206	17233912	2706
21808	AT2G45330	18685898	18688061	2163
21809	AT2G39840	16627216	16629412	2196
21810	AT2G24150	10265271	10267607	2336
21811	AT2G34690	14629986	14632082	2096
21812	AT2G24790	10566836	10568145	1309
21813	AT3G07740	2469783	2473095	3312
21814	AT3G48670	18030669	18034065	3396
21815	AT2G21320	9126263	9127987	1724
21816	AT2G19860	8570607	8574067	3460
21817	AT2G35800	15043973	15048611	4638
21818	AT2G38490	16113909	16115204	1295
21819	AT2G30360	12936968	12938834	1866
21820	AT2G42200	17587169	17589671	2502
21821	AT2G25930	11058944	11063324	4380
21822	AT2G01390	172176	174137	1961
21823	AT2G26700	11368474	11371124	2650
21824	AT2G25490	10847375	10850797	3422
21825	AT2G23800	10131485	10132779	1294
21826	AT3G11270	3528801	3531724	2923
21827	AT3G09150	2803528	2805922	2394
21828	AT2G48070	19662715	19664465	1750
21829	AT2G29650	12673099	12676092	2993
21830	AT2G28170	12006371	12009956	3585
21831	AT2G29560	12646560	12650184	3624
21832	AT2G21150	9065154	9068228	3074
21833	AT2G44480	18359663	18363346	3683
21834	AT2G23510	10011481	10013533	2052
21835	AT2G31083	13252076	13252914	838
21836	AT2G27210	11629777	11636803	7026
21837	AT2G24070	10231300	10235494	4194
21838	AT2G24220	10300032	10301787	1755
21839	AT2G15535	6778191	6778879	688
21840	AT4G01750	756348	758725	2377
21841	AT4G36480	17217909	17221625	3716
21842	AT2G42090	17556744	17558369	1625
21843	AT2G43020	17891503	17894635	3132
21844	AT2G43970	18205235	18208218	2983
21845	AT2G45880	18878518	18882995	4477
21846	AT2G01270	139309	142560	3251
21847	AT2G18650	8086572	8088302	1730
21848	AT2G38210	16006749	16007722	973
21849	AT2G33775	14288323	14289313	990
21850	AT4G25720	13099812	13102594	2782
21851	AT4G36350	17173737	17175857	2120
21852	AT2G35930	15082855	15084559	1704
21853	AT2G34825	14691376	14691912	536
21854	AT2G01980	457002	463408	6406
21855	AT2G46480	19076362	19078540	2178
21856	AT2G41290	17210428	17213179	2751
21857	AT2G36450	15294303	15294857	554
21858	AT2G43920	18189004	18191348	2344
21859	AT2G44570	18394196	18396337	2141
21860	AT2G26410	11234267	11236995	2728
21861	AT2G26710	11380463	11383821	3358
21862	AT2G43350	18008482	18010614	2132
21863	AT2G46500	19086492	19089229	2737
21864	AT2G02800	795515	799591	4076
21865	AT2G36250	15197369	15200603	3234
21866	AT2G15350	6688122	6689819	1697
21867	AT4G24460	12642844	12645501	2657
21868	AT2G15570	6791104	6792978	1874
21869	AT2G42070	17549091	17551364	2273
21870	AT2G41940	17507343	17508616	1273
21871	AT2G34860	14708243	14710267	2024
21872	AT2G28670	12300265	12302358	2093
21873	AT2G14720	6300488	6304445	3957
21874	AT2G30040	12821569	12823169	1600
21875	AT2G21600	9242782	9244945	2163
21876	AT2G03440	1039088	1040184	1096
21877	AT2G30110	12852329	12857727	5398
21878	AT2G40540	16930555	16934669	4114
21879	AT4G13260	7721487	7724070	2583
21880	AT2G01930	427114	428900	1786
21881	AT2G29680	12689171	12693121	3950
21882	AT2G24010	10214574	10217739	3165
21883	AT2G41510	17314412	17317354	2942
21884	AT2G03480	1050706	1054613	3907
21885	AT2G22490	9553797	9556167	2370
21886	AT2G28830	12368220	12370420	2200
21887	AT2G23600	10041820	10043840	2020
21888	AT2G02470	652564	654985	2421
21889	AT2G02480	660655	665635	4980
21890	AT2G39880	16647711	16649527	1816
21891	AT2G35990	15112084	15116776	4692
21892	AT2G22870	9739408	9741700	2292
21893	AT2G33120	14043400	14045695	2295
21894	AT2G21880	9324633	9326426	1793
21895	AT2G26650	11331850	11336738	4888
21896	AT2G21330	9128122	9130619	2497
21897	AT2G28800	12356321	12359568	3247
21898	AT2G01505	228577	229899	1322
21899	AT2G04430	1538472	1541375	2903
21900	AT2G44680	18426481	18428397	1916
21901	AT2G01960	450379	451910	1531
21902	AT2G23080	9827104	9829537	2433
21903	AT2G05710	2141329	2146678	5349
21904	AT2G35230	14842291	14844465	2174
21905	AT2G25540	10866822	10872243	5421
21906	AT2G40550	16934621	16938272	3651
21907	AT2G17720	7697311	7699630	2319
21908	AT2G21400	9158310	9159732	1422
21909	AT2G17570	7643925	7646274	2349
21910	AT2G28210	12029666	12033096	3430
21911	AT2G31250	13319621	13321597	1976
21912	AT2G39290	16407135	16409156	2021
21913	AT2G40170	16779552	16780368	816
21914	AT2G16485	7136845	7145424	8579
21915	AT2G22121	9397864	9398259	395
21916	AT2G43520	18068425	18069416	991
21917	AT2G27990	11921350	11924748	3398
21918	AT2G35000	14751541	14753319	1778
21919	AT2G15310	6653663	6655501	1838
21920	AT2G13610	5673688	5675995	2307
21921	AT2G07681	3287529	3292366	4837
21922	AT2G30390	12950954	12954148	3194
21923	AT2G25710	10952547	10955411	2864
21924	AT2G34410	14518344	14522622	4278
21925	AT2G17265	7508473	7509887	1414
21926	AT2G05070	1799234	1800472	1238
21927	AT2G42810	17811935	17816772	4837
21928	AT2G34220	14450536	14453856	3320
21929	AT2G33230	14080319	14081971	1652
21930	AT2G36830	15445294	15446621	1327
21931	AT2G41300	17214219	17216292	2073
21932	AT2G04160	1401268	1407827	6559
21933	AT2G24000	10209421	10214042	4621
21934	AT2G19600	8478970	8483854	4884
21935	AT2G17560	7642117	7643739	1622
21936	AT2G43190	17955953	17958226	2273
21937	AT4G14040	8100349	8103094	2745
21938	AT2G17120	7458930	7460819	1889
21939	AT2G47240	19392497	19397907	5410
21940	AT2G06255	2457573	2459940	2367
21941	AT2G14170	5977272	5981899	4627
21942	AT2G23810	10135605	10137595	1990
21943	AT2G32400	13752263	13756893	4630
21944	AT2G20490	8831681	8832929	1248
21945	AT2G41900	17490271	17493922	3651
21946	AT2G29460	12626478	12627891	1413
21947	AT2G31200	13293953	13295410	1457
21948	AT2G23980	10201104	10205422	4318
21949	AT2G38540	16130290	16131240	950
21950	AT2G44270	18297878	18300304	2426
21951	AT2G46650	19151481	19152739	1258
21952	AT2G38040	15917032	15921170	4138
21953	AT2G41430	17269158	17270542	1384
21954	AT2G47000	19309643	19315343	5700
21955	AT2G33385	14147382	14149902	2520
21956	AT2G33310	14113025	14116089	3064
21957	AT2G22090	9388260	9390575	2315
21958	AT2G34600	14573030	14573952	922
21959	AT2G31170	13282355	13285678	3323
21960	AT2G14960	6451319	6453797	2478
21961	AT2G23570	10031565	10032691	1126
21962	AT2G44160	18262189	18265346	3157
21963	AT2G36070	15144795	15148223	3428
21964	AT2G36100	15159591	15160799	1208
21965	AT2G12940	5317475	5319090	1615
21966	AT2G01860	388055	389918	1863
21967	AT2G39310	16414034	16416845	2811
21968	AT2G18660	8089411	8091736	2325
21969	AT2G31305	13350369	13351490	1121
21970	AT2G21870	9320190	9322867	2677
21971	ATMG00940	251403	251897	494
21972	AT2G47140	19350672	19352088	1416
21973	AT2G32835	13931166	13931453	287
21974	AT2G17700	7685354	7689445	4091
21975	AT2G32980	13997325	13999949	2624
21976	AT2G01760	332902	334760	1858
21977	AT2G40190	16785173	16787590	2417
21978	AT2G33060	14025483	14028261	2778
21979	AT2G23250	9897809	9899125	1316
21980	AT2G02130	539898	540707	809
21981	AT2G22910	9749857	9753103	3246
21982	ATMG00720	209499	209822	323
21983	AT2G15490	6761635	6763500	1865
21984	AT2G19470	8433542	8436602	3060
21985	AT2G02560	689784	697707	7923
21986	AT2G32810	13919127	13925421	6294
21987	AT2G37590	15769086	15770805	1719
21988	AT2G45210	18641563	18642739	1176
21989	AT2G21660	9265084	9266557	1473
21990	AT2G11810	4743162	4746813	3651
21991	AT2G26180	11143290	11145103	1813
21992	AT2G37970	15890869	15891704	835
21993	AT2G02100	528179	529186	1007
21994	AT2G22475	9541128	9545038	3910
21995	AT2G23760	10107707	10113327	5620
21996	AT2G33050	14021728	14024398	2670
21997	AT2G43000	17880457	17882636	2179
21998	AT2G29190	12543812	12548563	4751
21999	AT2G41010	17113798	17115047	1249
22000	AT2G18250	7939822	7941696	1874
22001	AT2G20120	8687330	8690214	2884
22002	AT2G24820	10574942	10576938	1996
22003	AT2G32620	13840687	13844425	3738
22004	AT2G36080	15148259	15151634	3375
22005	AT2G19040	8249877	8250208	331
22006	AT2G23660	10060065	10061822	1757
22007	AT2G24430	10383497	10386625	3128
