Gene Name	Gene Start (bp)	Gene End (bp)
AT3G42880	14954363	14957031
AT3G56860	21048727	21052320
AT3G63200	23345754	23347672
AT3G04690	1273057	1276945
AT3G11397	3576017	3578082
AT3G01600	229075	231517
AT3G18650	6417344	6418504
AT3G53530	19845097	19846820
AT3G51030	18950918	18952109
AT3G03220	742354	744315
AT3G47060	17332926	17336966
AT3G26125	9551812	9553602
AT3G17880	6123341	6126281
AT3G63500	23446230	23450284
AT3G42670	14755798	14760629
AT3G49750	18450422	18451659
AT3G58190	21548484	21549572
AT3G10600	3313953	3317340
AT3G07990	2552394	2554921
AT3G15020	5055741	5058249
AT3G61530	22771405	22773790
AT3G16810	5723222	5727664
AT3G23635	8497679	8498390
AT3G26980	9945756	9948084
AT3G10280	3180064	3181611
AT3G21240	7454269	7457404
AT3G45130	16512170	16517781
AT3G56800	21034534	21036166
AT3G26650	9794862	9797045
AT3G53150	19697607	19699392
AT3G55880	20736508	20738967
AT3G26300	9638954	9640918
AT3G43700	15601754	15603898
AT3G44250	15948505	15950245
AT3G20290	7074764	7079014
AT3G30775	12448636	12451556
AT3G10620	3320163	3321724
AT3G29090	11073646	11075478
AT3G55980	20776220	20778952
AT3G25530	9271515	9273751
AT3G16950	5786298	5790536
AT3G05820	1732988	1735765
AT3G01440	168408	169662
AT3G47450	17483068	17486347
AT3G04730	1288155	1290891
AT3G01900	312241	314120
AT3G54990	20373718	20376522
AT3G22890	8112614	8115024
AT3G53410	19800951	19802328
AT3G46970	17301394	17306633
AT3G16170	5475855	5480349
AT3G07360	2354640	2356884
AT3G20310	7084727	7086894
AT3G16640	5669317	5670842
AT3G22640	8011724	8013941
AT3G26320	9644319	9646093
AT3G16720	5692607	5694181
AT3G12490	3960401	3961920
AT3G21190	7432193	7434743
AT3G20080	7007869	7013694
AT3G44260	15952008	15953346
AT3G01370	139011	143782
AT3G15150	5101844	5104159
AT3G29400	11297180	11299695
AT3G62880	23244614	23246066
AT3G18890	6510982	6515108
AT3G53450	19812977	19815666
AT3G52280	19388970	19391424
AT3G49380	18311760	18313621
AT3G47960	17697942	17700923
AT3G48290	17882465	17884515
AT3G15060	5069104	5070540
AT3G27170	10023931	10027198
AT3G60870	22492811	22494253
AT3G47500	17503883	17506124
AT3G50310	18648075	18649521
AT3G28007	10408073	10409977
AT3G12700	4036945	4039185
AT3G56690	20993649	20998695
AT3G14225	4734553	4735993
AT3G07100	2245164	2250796
AT3G15820	5350814	5353752
AT3G58850	21759350	21760390
AT3G45240	16570478	16573762
AT3G44200	15906348	15912040
AT3G48500	17962080	17965723
AT3G14050	4650714	4654046
AT3G49760	18455231	18456125
AT3G62600	23150779	23153649
AT3G05970	1786279	1791887
AT3G04460	1186440	1189508
AT3G05030	1393142	1397627
AT3G51920	19267951	19269658
AT3G13050	4176392	4179081
AT3G20250	7058871	7063372
AT3G56620	20972488	20974625
AT3G10490	3267825	3271202
AT3G28360	10611024	10616361
AT3G27940	10373251	10376480
AT3G29030	11011262	11013451
AT3G16360	5554197	5555789
AT3G03760	943557	944834
AT3G09390	2889406	2890574
AT3G48530	17987378	17989763
AT3G28470	10674508	10675724
AT3G61182	22647724	22648168
AT3G17650	6034109	6037349
AT3G27260	10067529	10072760
AT3G60620	22406313	22408747
AT3G21090	7391286	7395096
AT3G54090	20028052	20030055
AT3G22120	7794758	7796460
AT3G04400	1167250	1168723
AT3G11660	3678595	3679943
AT3G02850	619678	623739
AT3G51420	19083980	19086300
AT3G18030	6167640	6168966
AT3G19140	6614910	6615335
AT3G05370	1535950	1538870
AT3G50820	18890874	18892508
AT3G47470	17493343	17495033
AT3G02970	668998	670567
AT3G55340	20515630	20518059
AT3G57180	21163545	21166138
AT3G04370	1159409	1161338
AT3G53510	19837148	19839983
AT3G54220	20069987	20072878
AT3G11080	3470304	3473685
AT3G05520	1598449	1601437
AT3G02310	464279	467151
AT3G55770	20703171	20705341
AT3G15352	5179358	5180665
AT3G20935	7334179	7336013
AT3G22360	7904097	7905576
AT3G48730	18049571	18051778
AT3G43790	15655319	15660126
AT3G05210	1479339	1482042
AT3G24170	8729354	8734624
AT3G12680	4025076	4029140
AT3G14690	4937172	4939871
AT3G54620	20217854	20220497
AT3G48520	17974853	17976774
AT3G07420	2373913	2376975
AT3G13460	4384563	4388592
AT3G11260	3527280	3528440
AT3G54490	20173605	20175462
AT3G28455	10669725	10671645
AT3G10150	3137362	3139169
AT3G52340	19406853	19409457
AT3G28340	10588947	10590685
AT3G21830	7693481	7693939
AT3G53720	19905591	19910244
AT3G48990	18158565	18161486
AT3G03380	799500	808540
AT3G50080	18572624	18574548
AT3G17360	5935880	5946540
AT3G02410	489670	494958
AT3G11340	3556554	3558361
AT3G66656	2091262	2091798
AT3G21700	7644265	7646640
AT3G02000	332275	333072
AT3G30260	11908870	11913166
AT3G03660	889166	892229
AT3G11050	3463477	3465506
AT3G47690	17581096	17583586
AT3G52000	19293010	19294881
AT3G02540	532808	536414
AT3G01100	34658	38660
AT3G52910	19615977	19618507
AT3G05690	1676504	1679061
AT3G12660	4019060	4019827
AT3G25710	9369499	9371487
AT3G44660	16214964	16215785
AT3G60240	22261648	22268496
AT3G52840	19581049	19586354
AT3G60640	22415751	22417548
AT3G24620	8980400	8982903
AT3G07490	2391122	2391908
AT3G48740	18052466	18054832
AT3G63170	23334574	23336081
AT3G60600	22400110	22402724
AT3G62100	22995686	22996809
AT3G53280	19755689	19757613
AT3G50750	18861749	18863397
AT3G46940	17288134	17289006
AT3G12720	4043288	4044715
AT3G56850	21046234	21048614
AT3G14090	4669197	4671796
AT3G08940	2717557	2718923
AT3G49940	18514266	18516131
AT3G10520	3276163	3277930
AT3G13360	4338250	4340446
AT3G27890	10350595	10352033
AT3G26090	9532613	9535629
AT3G19510	6762761	6766597
AT3G46820	17241702	17244281
AT3G49860	18491084	18492241
AT3G11710	3702048	3705716
AT3G24220	8761419	8763303
AT3G20740	7248809	7252452
AT3G54660	20229637	20233211
AT3G15400	5201622	5203197
AT3G06010	1802141	1807530
AT3G47300	17428443	17429623
AT3G04945	1369114	1369532
AT3G07390	2365301	2366496
AT3G27830	10318455	10319920
AT3G18740	6453303	6454018
AT3G61060	22602816	22604582
AT3G10000	3076781	3079188
AT3G61650	22812082	22815216
AT3G15030	5061681	5064152
AT3G42790	14877890	14879792
AT3G53340	19774318	19776289
AT3G20475	7143418	7151047
AT3G46040	16914525	16915837
AT3G11090	3474922	3475848
AT3G57520	21288742	21293171
AT3G18970	6543318	6545432
AT3G21760	7667027	7668724
AT3G18220	6247900	6250007
AT3G29370	11278375	11279214
AT3G53800	19930798	19932961
AT3G59770	22078972	22086236
AT3G25500	9251093	9255083
AT3G48270	17876571	17878173
AT3G20960	7345261	7347210
AT3G25250	9195334	9197126
AT3G23120	8227222	8229619
AT3G09560	2934592	2939511
AT3G15620	5293256	5296811
AT3G61730	22848427	22850475
AT3G22231	7845823	7846833
AT3G18160	6220567	6223073
AT3G61120	22618259	22620529
AT3G06260	1892964	1895091
AT3G06820	2150823	2156073
AT3G27710	10269206	10271065
AT3G44460	16079432	16081906
AT3G45150	16531179	16531676
AT3G55370	20527063	20529331
AT3G55400	20535631	20539138
AT3G60890	22496875	22498099
AT3G13490	4395663	4399350
AT3G46460	17095706	17097465
AT3G11570	3645022	3647542
AT3G11550	3638178	3639348
AT3G45890	16871578	16874367
AT3G20420	7119191	7121023
AT3G46980	17306599	17310068
AT3G45000	16460103	16461407
AT3G51680	19173484	19174739
AT3G14770	4957334	4959704
AT3G45060	16477561	16479559
AT3G63060	23300290	23301865
AT3G04680	1269722	1273004
AT3G21520	7581959	7582793
AT3G14450	4849539	4851678
AT3G22830	8078789	8081059
AT3G09710	2976572	2979784
AT3G17205	5873051	5881655
AT3G25140	9154508	9157012
AT3G14440	4831286	4834015
AT3G15990	5426987	5430897
AT3G27503	10185765	10186537
AT3G19570	6797471	6801835
AT3G51590	19135619	19136675
AT3G27440	10155438	10158215
AT3G12140	3868089	3871763
AT3G51040	18952073	18953801
AT3G23140	8250519	8251483
AT3G47780	17624340	17629285
AT3G13060	4180154	4183975
AT3G48610	18011475	18014204
AT3G27690	10255906	10257489
AT3G01090	31145	34670
AT3G42640	14724103	14728327
AT3G58780	21738160	21742517
AT3G01700	258879	259631
AT3G03650	884133	886410
AT3G56630	20978901	20980772
AT3G05650	1644882	1648742
AT3G10230	3164075	3166038
AT3G11200	3507996	3510658
AT3G52290	19393768	19396411
AT3G18040	6174239	6178534
AT3G15095	5081780	5084240
AT3G55010	20386597	20388860
AT3G27530	10193477	10200046
AT3G06120	1846442	1848259
AT3G20090	7015796	7018651
AT3G55330	20513739	20515392
AT3G55850	20721602	20725893
AT3G55500	20574752	20576249
AT3G49290	18272283	18275442
AT3G49620	18393747	18397050
AT3G24280	8798934	8799482
AT3G55510	20578922	20582505
AT3G27010	9957376	9958945
AT3G54380	20133893	20137007
AT3G61860	22900050	22902395
AT3G17930	6142125	6143310
AT3G46740	17215813	17219411
AT3G02110	370668	373805
AT3G07130	2255710	2258204
AT3G24300	8805519	8807460
AT3G43600	15511832	15517545
AT3G19670	6827986	6837505
AT3G06140	1856682	1858946
AT3G57150	21153815	21156075
AT3G47740	17600521	17605128
AT3G43160	15166561	15168225
AT3G47420	17472297	17475274
AT3G02875	631824	634074
AT3G56940	21076505	21078443
AT3G17330	5916940	5920281
AT3G24810	9060836	9062003
AT3G02140	385237	387051
AT3G23000	8172479	8174142
AT3G27670	10245112	10253308
AT3G11980	3814231	3817117
AT3G59400	21948501	21949796
AT3G46090	16925881	16926883
AT3G08500	2576444	2578276
AT3G05290	1505831	1507835
AT3G56040	20792477	20797670
AT3G21160	7413776	7418484
AT3G18690	6429534	6430517
AT3G12670	4019031	4024357
AT3G48560	18001283	18003749
AT3G57650	21349383	21353193
AT3G48430	17935256	17940792
AT3G13810	4544364	4547513
AT3G20660	7225037	7228797
AT3G54890	20339504	20341176
AT3G10480	3264194	3267695
AT3G19090	6601279	6604010
AT3G60830	22473983	22476445
AT3G28857	10855623	10856787
AT3G54430	20146626	20148221
AT3G62670	23176556	23178294
AT3G07430	2379128	2380429
AT3G50110	18580609	18584813
AT3G43300	15233845	15245281
AT3G56090	20813904	20816035
AT3G16860	5759375	5762264
AT3G22630	8009540	8010862
AT3G17600	6019973	6021147
AT3G06985	2205377	2205800
AT3G06490	2003393	2006727
AT3G26690	9804253	9805781
AT3G09210	2825142	2826922
AT3G20840	7300444	7303693
AT3G17609	6023844	6024710
AT3G16030	5439311	5442997
AT3G45100	16504314	16507415
AT3G13110	4214399	4216302
AT3G18000	6154363	6157552
AT3G07410	2372317	2373556
AT3G22170	7821997	7826196
AT3G10940	3422034	3423455
AT3G08590	2608308	2611555
AT3G56650	20984635	20986308
AT3G20440	7123182	7130477
AT3G20997	7362743	7363081
AT3G22820	8073258	8074178
AT3G16470	5595282	5599224
AT3G26680	9801169	9804282
AT3G15353	5180642	5181586
AT3G01220	73307	75539
AT3G48690	18037046	18038234
AT3G61177	22644364	22644819
AT3G13540	4419960	4421751
AT3G46130	16945230	16946699
AT3G15354	5169095	5173105
AT3G06420	1954990	1956397
AT3G06230	1885496	1886377
AT3G43720	15615386	15617309
AT3G25180	9167138	9169301
AT3G52770	19557516	19559323
AT3G48320	17891134	17892847
AT3G20540	7168054	7173617
AT3G23167	8266218	8266585
AT3G59140	21863348	21869036
AT3G15500	5234457	5236196
AT3G26030	9516953	9519563
AT3G55220	20466676	20471171
AT3G61430	22733243	22735394
AT3G61040	22593973	22596125
AT3G56910	21069411	21070356
AT3G20020	6983702	6988101
AT3G28060	10445841	10446900
AT3G05120	1430363	1432844
AT3G08850	2686457	2695400
AT3G49845	18487130	18488381
AT3G30290	11917230	11919546
AT3G23340	8350803	8354021
AT3G09780	3000714	3003454
AT3G47950	17692666	17697999
AT3G28740	10788698	10790553
AT3G21230	7448040	7452106
AT3G24140	8715118	8718211
AT3G09740	2989356	2991664
AT3G16870	5763497	5764760
AT3G12980	4146399	4154895
AT3G06650	2079033	2083472
AT3G30340	11956458	11959098
AT3G15190	5116021	5117615
AT3G26900	9911873	9914518
AT3G51840	19225360	19229341
AT3G47760	17611787	17616743
AT3G26230	9597941	9599988
AT3G11410	3583782	3585850
AT3G01050	13046	15906
AT3G16320	5529313	5534734
AT3G05530	1603359	1606243
AT3G29780	11671637	11672239
AT3G54600	20210792	20213172
AT3G14630	4917327	4919702
AT3G29590	11398592	11400332
AT3G18810	6480484	6483774
AT3G53790	19928478	19930267
AT3G23820	8603212	8605810
AT3G17840	6105908	6108737
AT3G59960	22148189	22150583
AT3G16450	5588292	5590085
AT3G19380	6714133	6716178
AT3G45980	16897287	16898013
AT3G04580	1235209	1238630
AT3G22860	8090654	8093248
AT3G06720	2120324	2124166
AT3G04100	1075299	1075922
AT3G09910	3036611	3038502
AT3G53710	19903234	19905590
AT3G13090	4202811	4208261
AT3G20570	7186522	7187521
AT3G19280	6681196	6684029
AT3G06850	2157908	2160669
AT3G46660	17189264	17191167
AT3G44720	16271511	16273413
AT3G01670	247192	250472
AT3G16290	5520880	5525150
AT3G62700	23190265	23195917
AT3G14620	4914789	4917176
AT3G09922	3050989	3051530
AT3G63410	23415589	23417119
AT3G54690	20246504	20248152
AT3G05490	1591115	1593047
AT3G25890	9475350	9477590
AT3G54480	20170654	20173530
AT3G53240	19733766	19739232
AT3G01420	159450	162905
AT3G02660	570134	572386
AT3G53180	19706820	19711460
AT3G44480	16090460	16096477
AT3G53520	19841374	19844412
AT3G24315	8820426	8822822
AT3G16110	5460793	5463899
AT3G20410	7115819	7119144
AT3G14150	4690415	4693133
AT3G11330	3551759	3554843
AT3G62340	23069489	23071207
AT3G19040	6567021	6575613
AT3G47820	17644198	17646268
AT3G50760	18867834	18869399
AT3G58620	21680027	21683280
AT3G22880	8097678	8100932
AT3G25650	9335876	9336459
AT3G63150	23328916	23333078
AT3G49120	18207651	18210333
AT3G07525	2398951	2400603
AT3G06110	1843413	1845062
AT3G19130	6611182	6614107
AT3G13782	4526220	4528646
AT3G06300	1907582	1910063
AT3G61830	22887889	22891455
AT3G01280	85551	88070
AT3G22950	8136181	8138084
AT3G16550	5629920	5632441
AT3G24982	9106000	9109971
AT3G23230	8289379	8290164
AT3G44550	16137576	16142270
AT3G23280	8321329	8324477
AT3G06560	2044352	2047209
AT3G62030	22973004	22975378
AT3G22790	8052219	8058782
AT3G10270	3173299	3179786
AT3G12090	3852125	3853866
AT3G12280	3913349	3919359
AT3G23990	8668772	8672578
AT3G27730	10273098	10280646
AT3G09290	2856037	2856897
AT3G49850	18488993	18490997
AT3G14660	4924777	4927607
AT3G07005	2212063	2212742
AT3G11840	3736578	3738208
AT3G49660	18413564	18415713
AT3G51970	19284339	19285582
AT3G47990	17713094	17716349
AT3G07780	2484454	2487126
AT3G14370	4797828	4799612
AT3G63370	23401963	23405991
AT3G61640	22810041	22811024
AT3G08010	2555970	2557505
AT3G51380	19074036	19074815
AT3G17000	5796930	5799747
AT3G27660	10243244	10245023
AT3G03450	819337	821652
AT3G62250	23037018	23038009
AT3G52400	19425632	19427230
AT3G24225	8768846	8769695
AT3G02830	613772	616145
AT3G12200	3886957	3891000
AT3G28970	10987785	10990016
AT3G08770	2664069	2664888
AT3G45280	16610655	16613521
AT3G05740	1698079	1701467
AT3G29380	11282407	11283524
AT3G29350	11264126	11265562
AT3G14110	4676118	4677689
AT3G54960	20363260	20366874
AT3G27850	10324788	10325746
AT3G43210	15190786	15196215
AT3G22110	7792549	7794262
AT3G20750	7254739	7256140
AT3G08800	2671052	2675333
AT3G13220	4247675	4250703
AT3G14420	4821391	4824178
AT3G57920	21444243	21446035
AT3G13970	4613492	4614857
AT3G27810	10305849	10310492
AT3G63190	23342550	23344801
AT3G10670	3335004	3337446
AT3G16420	5579290	5581032
AT3G56450	20930557	20932869
AT3G62760	23217233	23218312
AT3G20060	7002697	7004508
AT3G06500	2011993	2015831
AT3G55250	20479121	20480739
AT3G02130	380350	384582
AT3G10525	3281306	3282131
AT3G29290	11238011	11240646
AT3G03260	755159	759282
AT3G08710	2645078	2646604
AT3G61590	22791898	22794710
AT3G25770	9406669	9408071
AT3G48050	17733515	17739870
AT3G55030	20396597	20398653
AT3G02350	478949	481666
AT3G21630	7615357	7618671
AT3G16410	5571903	5574758
AT3G50360	18674137	18675761
AT3G17240	5889663	5892332
AT3G06550	2038978	2043169
AT3G53160	19702332	19703976
AT3G52420	19429686	19430259
AT3G46530	17130300	17133462
AT3G45650	16758877	16761430
AT3G04120	1080942	1083690
AT3G45010	16466144	16468989
AT3G48350	17905725	17907690
AT3G10550	3292890	3298621
AT3G59920	22134951	22138546
AT3G48470	17951626	17956920
AT3G04340	1146568	1153650
AT3G26330	9646784	9648658
AT3G18980	6546200	6548092
AT3G26744	9832667	9835279
AT3G04530	1221422	1222744
AT3G60390	22320580	22322661
AT3G46640	17183042	17186959
AT3G52540	19488546	19489893
AT3G21430	7543772	7553682
AT3G54710	20251812	20254323
AT3G57550	21306609	21309570
AT3G03600	867548	868706
AT3G19220	6659155	6660852
AT3G18490	6348628	6350832
AT3G17668	6039408	6040633
AT3G16340	5539385	5546487
AT3G62290	23051544	23053893
AT3G51080	18973126	18974892
AT3G46030	16913384	16914131
AT3G54420	20145905	20148266
AT3G21500	7573560	7576721
AT3G61970	22951323	22953265
AT3G53260	19744018	19747114
AT3G13450	4382198	4384436
AT3G56150	20833410	20837275
AT3G51520	19110596	19112760
AT3G16630	5662375	5667951
AT3G09840	3019249	3023052
AT3G46000	16907334	16909119
AT3G50970	18940643	18941611
AT3G52430	19431095	19434450
AT3G13570	4429256	4432159
AT3G05840	1739777	1743163
AT3G53880	19953117	19955291
AT3G11670	3680866	3684871
AT3G57330	21211014	21216836
AT3G12270	3910481	3913376
AT3G54610	20213406	20217653
AT3G06910	2178630	2181341
AT3G19720	6850358	6855590
AT3G04620	1255398	1257017
AT3G60820	22471769	22473971
AT3G11020	3455355	3457342
AT3G46900	17268700	17269510
AT3G07330	2335612	2339168
AT3G06790	2144384	2145807
AT3G20780	7263900	7268750
AT3G11820	3729305	3731251
AT3G57290	21196517	21199319
AT3G21850	7697033	7697616
AT3G03750	939900	942094
AT3G57410	21243136	21251159
AT3G55480	20566248	20571248
AT3G06100	1841168	1843196
AT3G05580	1617599	1620702
AT3G56560	20955404	20956867
AT3G02440	500374	502257
AT3G58490	21632812	21635178
AT3G48090	17755329	17758147
AT3G45860	16863088	16866261
AT3G43190	15179010	15184105
AT3G17810	6093990	6096688
AT3G62720	23201032	23202988
AT3G22740	8032917	8036005
AT3G04280	1129862	1131099
AT3G20630	7202748	7208547
AT3G20993	7360473	7360934
AT3G03810	971648	976414
AT3G50220	18617424	18618816
AT3G44890	16386395	16388723
AT3G10070	3103880	3106826
AT3G12820	4073855	4075643
AT3G53200	19718253	19719507
AT3G12780	4060920	4063306
AT3G56980	21086390	21087710
AT3G57530	21296457	21299704
AT3G27820	10315010	10318154
AT3G46780	17228642	17231229
AT3G10740	3360711	3365739
AT3G05040	1401171	1408302
AT3G61940	22937170	22938577
AT3G13772	4521532	4524674
AT3G14850	4995426	4997785
AT3G01120	38759	42159
AT3G55800	20709294	20711640
AT3G06080	1834591	1837988
AT3G26400	9666449	9669426
AT3G10870	3400824	3402776
AT3G51770	19199750	19204464
AT3G16050	5443950	5445329
AT3G16460	5592491	5595912
AT3G14640	4919757	4921948
AT3G16770	5705541	5707084
AT3G54810	20296130	20298827
AT3G29390	11289495	11294774
AT3G54540	20189794	20192940
AT3G46180	16953997	16956885
AT3G05800	1727151	1728365
AT3G25560	9279513	9282906
AT3G44880	16383595	16386344
AT3G49870	18492274	18494285
AT3G24900	9099060	9101991
AT3G17210	5881919	5883200
AT3G53480	19825267	19831880
AT3G21580	7601822	7603899
AT3G13235	4271212	4274487
AT3G55320	20506992	20513533
AT3G03820	976715	977474
AT3G49110	18200587	18203265
AT3G12750	4051651	4053201
AT3G02240	418357	419323
AT3G49500	18348974	18353673
AT3G25050	9126851	9128416
AT3G63350	23399236	23400812
AT3G44930	16401891	16404824
AT3G21175	7422026	7424989
AT3G55620	20634057	20636555
AT3G47810	17637122	17639716
AT3G47860	17656602	17658353
AT3G63180	23336092	23340340
AT3G04510	1215633	1216958
AT3G21860	7699723	7700446
AT3G04800	1314479	1315045
AT3G23670	8519136	8525289
AT3G50920	18922304	18923772
AT3G14070	4660944	4663363
AT3G62020	22971358	22972303
AT3G51430	19086344	19088150
AT3G61350	22702632	22704481
AT3G56440	20926001	20928993
AT3G44320	15993259	15995811
AT3G25882	9470357	9471039
AT3G51480	19100676	19104844
AT3G13400	4354923	4357482
AT3G56640	20981316	20984581
AT5G18080	5983683	5984308
AT3G44860	16379571	16381434
AT3G61760	22860298	22864229
AT3G47390	17459339	17464865
AT3G26170	9573263	9575215
AT3G56380	20905264	20906397
AT3G48870	18122118	18126742
AT3G18090	6194509	6200424
AT3G57430	21255557	21258488
AT3G56240	20863139	20864727
AT3G51810	19214722	19215831
AT3G60740	22447245	22453521
AT5G48520	19661203	19666436
AT3G13720	4494979	4496800
AT3G17220	5883328	5884191
AT3G21180	7425476	7432365
AT3G04940	1365090	1367844
AT3G43800	15660770	15661987
AT3G25830	9447409	9451037
AT3G27960	10380230	10383249
AT3G53110	19687740	19690661
AT3G52780	19561260	19564350
AT3G10160	3139383	3144615
AT3G11030	3456257	3459380
AT3G53570	19861177	19864588
AT3G07370	2357907	2360549
AT3G47790	17629530	17633942
AT3G58990	21797058	21798303
AT3G23980	8662413	8668040
AT3G29575	11382214	11384145
AT3G46670	17192589	17194397
AT3G56700	20999409	21002155
AT3G63000	23283592	23285540
AT3G05480	1585272	1589292
AT3G62090	22988547	22990709
AT3G53350	19779978	19782750
AT3G19260	6669065	6671638
AT3G21730	7659535	7661232
AT3G55630	20636607	20639492
AT3G12770	4056953	4059284
AT3G52600	19506891	19509412
AT3G23637	8499727	8499888
